tota_name	docid	year	decade	new_name3_matt	doc_chapter_id
EU - Egypt	pta_40	2001	200	Movement Of Persons	pta_40_630
EU - Egypt	pta_40	2001	200	Cultural Matters	pta_40_631
EU - Egypt	pta_40	2001	200	Financial Co-operation	pta_40_632
EU - Egypt	pta_40	2001	200	Institutions	pta_40_633
EU - Egypt	pta_40	2001	200	Conclusions	pta_40_634
Korea, Republic of - Turkey	pta_399	2012	201	Preamble	pta_399_3907
Korea, Republic of - Turkey	pta_399	2012	201	General Provisions	pta_399_3908
Korea, Republic of - Turkey	pta_399	2012	201	Intellectual Property	pta_399_3909
Korea, Republic of - Turkey	pta_399	2012	201	Competition-Related Matters	pta_399_3910
Korea, Republic of - Turkey	pta_399	2012	201	Transparency	pta_399_3911
Korea, Republic of - Turkey	pta_399	2012	201	Environment And Natural Resources	pta_399_3912
Korea, Republic of - Turkey	pta_399	2012	201	Dispute Settlement	pta_399_3913
Korea, Republic of - Turkey	pta_399	2012	201	Institutions	pta_399_3914
Korea, Republic of - Turkey	pta_399	2012	201	Trade Remedies	pta_399_3915
Korea, Republic of - Turkey	pta_399	2012	201	Conclusions	pta_399_3916
China - Rep. of Korea	pta_398	2015	201	Preamble	pta_398_3884
China - Rep. of Korea	pta_398	2015	201	General Provisions	pta_398_3885
China - Rep. of Korea	pta_398	2015	201	Border Measures	pta_398_3886
China - Rep. of Korea	pta_398	2015	201	Rules of origin	pta_398_3887
China - Rep. of Korea	pta_398	2015	201	Border Measures	pta_398_3888
China - Rep. of Korea	pta_398	2015	201	Technical Regulations And Barriers To Trade	pta_398_3889
China - Rep. of Korea	pta_398	2015	201	Technical Regulations And Barriers To Trade	pta_398_3890
China - Rep. of Korea	pta_398	2015	201	Trade Remedies	pta_398_3891
China - Rep. of Korea	pta_398	2015	201	Trade In Services	pta_398_3892
China - Rep. of Korea	pta_398	2015	201	Trade In Services	pta_398_3893
China - Rep. of Korea	pta_398	2015	201	Transport And Communications	pta_398_3894
China - Rep. of Korea	pta_398	2015	201	Movement Of Persons	pta_398_3895
China - Rep. of Korea	pta_398	2015	201	Investment	pta_398_3896
China - Rep. of Korea	pta_398	2015	201	Trade Facilitation	pta_398_3897
China - Rep. of Korea	pta_398	2015	201	Competition-Related Matters	pta_398_3898
China - Rep. of Korea	pta_398	2015	201	Intellectual Property	pta_398_3899
China - Rep. of Korea	pta_398	2015	201	Environment And Natural Resources	pta_398_3900
China - Rep. of Korea	pta_398	2015	201	Economic Co-operation	pta_398_3901
China - Rep. of Korea	pta_398	2015	201	Transparency	pta_398_3902
China - Rep. of Korea	pta_398	2015	201	Institutions	pta_398_3903
China - Rep. of Korea	pta_398	2015	201	Dispute Settlement	pta_398_3904
China - Rep. of Korea	pta_398	2015	201	Trade Remedies	pta_398_3905
China - Rep. of Korea	pta_398	2015	201	General Provisions	pta_398_3906
Korea, Republic of -  Colombia	pta_397	2013	201	Preamble	pta_397_3860
Korea, Republic of -  Colombia	pta_397	2013	201	General Provisions	pta_397_3861
Korea, Republic of -  Colombia	pta_397	2013	201	Border Measures	pta_397_3862
Korea, Republic of -  Colombia	pta_397	2013	201	Rules of origin	pta_397_3863
Korea, Republic of -  Colombia	pta_397	2013	201	Border Measures	pta_397_3864
Korea, Republic of -  Colombia	pta_397	2013	201	Technical Regulations And Barriers To Trade	pta_397_3865
Korea, Republic of -  Colombia	pta_397	2013	201	Technical Regulations And Barriers To Trade	pta_397_3866
Korea, Republic of -  Colombia	pta_397	2013	201	Trade Remedies	pta_397_3867
Korea, Republic of -  Colombia	pta_397	2013	201	Investment	pta_397_3868
Korea, Republic of -  Colombia	pta_397	2013	201	Trade In Services	pta_397_3869
Korea, Republic of -  Colombia	pta_397	2013	201	Movement Of Persons	pta_397_3870
Korea, Republic of -  Colombia	pta_397	2013	201	Transport And Communications	pta_397_3871
Korea, Republic of -  Colombia	pta_397	2013	201	Trade Facilitation	pta_397_3872
Korea, Republic of -  Colombia	pta_397	2013	201	Competition-Related Matters	pta_397_3873
Korea, Republic of -  Colombia	pta_397	2013	201	Government Procurement	pta_397_3874
Korea, Republic of -  Colombia	pta_397	2013	201	Intellectual Property	pta_397_3875
Korea, Republic of -  Colombia	pta_397	2013	201	Environment And Natural Resources	pta_397_3876
Korea, Republic of -  Colombia	pta_397	2013	201	General Provisions	pta_397_3877
Korea, Republic of -  Colombia	pta_397	2013	201	Transparency	pta_397_3878
Korea, Republic of -  Colombia	pta_397	2013	201	Institutions	pta_397_3879
Korea, Republic of -  Colombia	pta_397	2013	201	Dispute Settlement	pta_397_3880
Korea, Republic of -  Colombia	pta_397	2013	201	Trade Remedies	pta_397_3881
Korea, Republic of -  Colombia	pta_397	2013	201	General Provisions	pta_397_3882
Korea, Republic of -  Colombia	pta_397	2013	201	Conclusions	pta_397_3883
Canada - Ukraine	pta_396	2016	201	Preamble	pta_396_3839
Canada - Ukraine	pta_396	2016	201	General Provisions	pta_396_3840
Canada - Ukraine	pta_396	2016	201	Border Measures	pta_396_3841
Canada - Ukraine	pta_396	2016	201	Rules of origin	pta_396_3842
Canada - Ukraine	pta_396	2016	201	Trade Facilitation	pta_396_3843
Canada - Ukraine	pta_396	2016	201	Trade Remedies	pta_396_3844
Canada - Ukraine	pta_396	2016	201	Technical Regulations And Barriers To Trade	pta_396_3845
Canada - Ukraine	pta_396	2016	201	Technical Regulations And Barriers To Trade	pta_396_3846
Canada - Ukraine	pta_396	2016	201	Trade Facilitation	pta_396_3847
Canada - Ukraine	pta_396	2016	201	Competition-Related Matters	pta_396_3848
Canada - Ukraine	pta_396	2016	201	Government Procurement	pta_396_3849
Canada - Ukraine	pta_396	2016	201	Intellectual Property	pta_396_3850
Canada - Ukraine	pta_396	2016	201	Environment And Natural Resources	pta_396_3851
Canada - Ukraine	pta_396	2016	201	Labour	pta_396_3852
Canada - Ukraine	pta_396	2016	201	Transparency	pta_396_3853
Canada - Ukraine	pta_396	2016	201	Trade-Related Provisions	pta_396_3854
Canada - Ukraine	pta_396	2016	201	Administration	pta_396_3855
Canada - Ukraine	pta_396	2016	201	Dispute Settlement	pta_396_3856
Canada - Ukraine	pta_396	2016	201	Trade Remedies	pta_396_3857
Canada - Ukraine	pta_396	2016	201	General Provisions	pta_396_3858
Canada - Ukraine	pta_396	2016	201	Conclusions	pta_396_3859
EU - Colombia and Peru	pta_395	2012	201	Preamble	pta_395_3801
EU - Colombia and Peru	pta_395	2012	201	General Provisions	pta_395_3803
EU - Colombia and Peru	pta_395	2012	201	Objectives, Definitions and Scope	pta_395_3804
EU - Colombia and Peru	pta_395	2012	201	Institutions	pta_395_3805
EU - Colombia and Peru	pta_395	2012	201	Trade In Goods	pta_395_3806
EU - Colombia and Peru	pta_395	2012	201	Trade Remedies	pta_395_3807
EU - Colombia and Peru	pta_395	2012	201	Border Measures	pta_395_3808
EU - Colombia and Peru	pta_395	2012	201	Technical Regulations And Barriers To Trade	pta_395_3809
EU - Colombia and Peru	pta_395	2012	201	Technical Regulations And Barriers To Trade	pta_395_3810
EU - Colombia and Peru	pta_395	2012	201	Trade Remedies	pta_395_3812
EU - Colombia and Peru	pta_395	2012	201	General Provisions	pta_395_3813
EU - Colombia and Peru	pta_395	2012	201	Accession, Withdrawal And Entry Into Force	pta_395_3814
EU - Colombia and Peru	pta_395	2012	201	Trade In Services	pta_395_3815
EU - Colombia and Peru	pta_395	2012	201	Movement Of Persons	pta_395_3816
EU - Colombia and Peru	pta_395	2012	201	Technical Regulations And Barriers To Trade	pta_395_3817
EU - Colombia and Peru	pta_395	2012	201	Trade Facilitation	pta_395_3818
EU - Colombia and Peru	pta_395	2012	201	Trade Remedies	pta_395_3819
EU - Colombia and Peru	pta_395	2012	201	Payments And Movement Of Capital	pta_395_3820
EU - Colombia and Peru	pta_395	2012	201	Government Procurement	pta_395_3821
EU - Colombia and Peru	pta_395	2012	201	General Provisions	pta_395_3822
EU - Colombia and Peru	pta_395	2012	201	Industry	pta_395_3823
EU - Colombia and Peru	pta_395	2012	201	Intellectual Property	pta_395_3824
EU - Colombia and Peru	pta_395	2012	201	Intellectual Property	pta_395_3825
EU - Colombia and Peru	pta_395	2012	201	Science, Technology And Information	pta_395_3826
EU - Colombia and Peru	pta_395	2012	201	General Provisions	pta_395_3827
EU - Colombia and Peru	pta_395	2012	201	Competition-Related Matters	pta_395_3828
EU - Colombia and Peru	pta_395	2012	201	Environment And Natural Resources	pta_395_3829
EU - Colombia and Peru	pta_395	2012	201	Transparency	pta_395_3830
EU - Colombia and Peru	pta_395	2012	201	Trade Remedies	pta_395_3831
EU - Colombia and Peru	pta_395	2012	201	Objectives, Definitions and Scope	pta_395_3832
EU - Colombia and Peru	pta_395	2012	201	Dispute Settlement	pta_395_3833
EU - Colombia and Peru	pta_395	2012	201	Dispute Settlement	pta_395_3834
EU - Colombia and Peru	pta_395	2012	201	General Provisions	pta_395_3835
EU - Colombia and Peru	pta_395	2012	201	Economic Development	pta_395_3836
EU - Colombia and Peru	pta_395	2012	201	General Provisions	pta_395_3837
EU - Colombia and Peru	pta_395	2012	201	Conclusions	pta_395_3838
EFTA - Hong Kong, China	pta_394	2011	201	Preamble	pta_394_3788
EFTA - Hong Kong, China	pta_394	2011	201	General Provisions	pta_394_3789
EFTA - Hong Kong, China	pta_394	2011	201	Trade in Goods	pta_394_3790
EFTA - Hong Kong, China	pta_394	2011	201	Trade In Services	pta_394_3791
EFTA - Hong Kong, China	pta_394	2011	201	Investment	pta_394_3792
EFTA - Hong Kong, China	pta_394	2011	201	Intellectual Property	pta_394_3793
EFTA - Hong Kong, China	pta_394	2011	201	Government Procurement	pta_394_3794
EFTA - Hong Kong, China	pta_394	2011	201	Competition-Related Matters	pta_394_3795
EFTA - Hong Kong, China	pta_394	2011	201	Environment And Natural Resources	pta_394_3796
EFTA - Hong Kong, China	pta_394	2011	201	Institutions	pta_394_3797
EFTA - Hong Kong, China	pta_394	2011	201	Dispute Settlement	pta_394_3798
EFTA - Hong Kong, China	pta_394	2011	201	General Provisions	pta_394_3799
EFTA - Hong Kong, China	pta_394	2011	201	Conclusions	pta_394_3800
Chile - Viet Nam	pta_393	2011	201	Preamble	pta_393_3772
Chile - Viet Nam	pta_393	2011	201	General Provisions	pta_393_3773
Chile - Viet Nam	pta_393	2011	201	Objectives, Definitions and Scope	pta_393_3774
Chile - Viet Nam	pta_393	2011	201	Trade in Goods	pta_393_3775
Chile - Viet Nam	pta_393	2011	201	Rules of origin	pta_393_3776
Chile - Viet Nam	pta_393	2011	201	Border Measures	pta_393_3777
Chile - Viet Nam	pta_393	2011	201	Technical Regulations And Barriers To Trade	pta_393_3778
Chile - Viet Nam	pta_393	2011	201	Technical Regulations And Barriers To Trade	pta_393_3779
Chile - Viet Nam	pta_393	2011	201	Trade Remedies	pta_393_3780
Chile - Viet Nam	pta_393	2011	201	General Provisions	pta_393_3781
Chile - Viet Nam	pta_393	2011	201	Transparency	pta_393_3782
Chile - Viet Nam	pta_393	2011	201	Administration	pta_393_3783
Chile - Viet Nam	pta_393	2011	201	Dispute Settlement	pta_393_3784
Chile - Viet Nam	pta_393	2011	201	Trade Remedies	pta_393_3785
Chile - Viet Nam	pta_393	2011	201	General Provisions	pta_393_3786
Chile - Viet Nam	pta_393	2011	201	Conclusions	pta_393_3787
EU - Ukraine	pta_392	2014	201	Preamble	pta_392_3721
EU - Ukraine	pta_392	2014	201	Objectives, Definitions and Scope	pta_392_3722
EU - Ukraine	pta_392	2014	201	Social Matters	pta_392_3723
EU - Ukraine	pta_392	2014	201	Legal And Judicial Affairs	pta_392_3724
EU - Ukraine	pta_392	2014	201	Border Measures	pta_392_3725
EU - Ukraine	pta_392	2014	201	Trade Remedies	pta_392_3726
EU - Ukraine	pta_392	2014	201	Technical Regulations And Barriers To Trade	pta_392_3727
EU - Ukraine	pta_392	2014	201	Technical Regulations And Barriers To Trade	pta_392_3728
EU - Ukraine	pta_392	2014	201	Border Measures	pta_392_3729
EU - Ukraine	pta_392	2014	201	Trade In Services	pta_392_3730
EU - Ukraine	pta_392	2014	201	Payments And Movement Of Capital	pta_392_3731
EU - Ukraine	pta_392	2014	201	Government Procurement	pta_392_3732
EU - Ukraine	pta_392	2014	201	Intellectual Property	pta_392_3733
EU - Ukraine	pta_392	2014	201	Competition-Related Matters	pta_392_3734
EU - Ukraine	pta_392	2014	201	Environment And Natural Resources	pta_392_3735
EU - Ukraine	pta_392	2014	201	Transparency	pta_392_3736
EU - Ukraine	pta_392	2014	201	Environment And Natural Resources	pta_392_3737
EU - Ukraine	pta_392	2014	201	Dispute Settlement	pta_392_3738
EU - Ukraine	pta_392	2014	201	Dispute Settlement	pta_392_3739
EU - Ukraine	pta_392	2014	201	Environment And Natural Resources	pta_392_3740
EU - Ukraine	pta_392	2014	201	Economic Co-operation	pta_392_3741
EU - Ukraine	pta_392	2014	201	Financial Co-operation	pta_392_3742
EU - Ukraine	pta_392	2014	201	Monetary And Taxation	pta_392_3743
EU - Ukraine	pta_392	2014	201	Science, Technology And Information	pta_392_3744
EU - Ukraine	pta_392	2014	201	Environment And Natural Resources	pta_392_3745
EU - Ukraine	pta_392	2014	201	Transport And Communications	pta_392_3746
EU - Ukraine	pta_392	2014	201	Science, Technology And Information	pta_392_3747
EU - Ukraine	pta_392	2014	201	Science, Technology And Information	pta_392_3748
EU - Ukraine	pta_392	2014	201	Industry	pta_392_3749
EU - Ukraine	pta_392	2014	201	Environment And Natural Resources	pta_392_3750
EU - Ukraine	pta_392	2014	201	Trade In Services	pta_392_3751
EU - Ukraine	pta_392	2014	201	Private Sector And Business	pta_392_3752
EU - Ukraine	pta_392	2014	201	Science, Technology And Information	pta_392_3753
EU - Ukraine	pta_392	2014	201	Cultural Matters	pta_392_3754
EU - Ukraine	pta_392	2014	201	Movement Of Persons	pta_392_3755
EU - Ukraine	pta_392	2014	201	Agriculture	pta_392_3756
EU - Ukraine	pta_392	2014	201	Fisheries And Maritime	pta_392_3757
EU - Ukraine	pta_392	2014	201	Commercial Policy	pta_392_3759
EU - Ukraine	pta_392	2014	201	Labour	pta_392_3760
EU - Ukraine	pta_392	2014	201	Social Matters	pta_392_3761
EU - Ukraine	pta_392	2014	201	Social Matters	pta_392_3762
EU - Ukraine	pta_392	2014	201	Cultural Matters	pta_392_3763
EU - Ukraine	pta_392	2014	201	Social Matters	pta_392_3764
EU - Ukraine	pta_392	2014	201	Private Sector And Business	pta_392_3765
EU - Ukraine	pta_392	2014	201	Market Access And Integration	pta_392_3766
EU - Ukraine	pta_392	2014	201	Institutions	pta_392_3767
EU - Ukraine	pta_392	2014	201	Financial Co-operation	pta_392_3768
EU - Ukraine	pta_392	2014	201	Institutions	pta_392_3769
EU - Ukraine	pta_392	2014	201	General Provisions	pta_392_3770
EU - Ukraine	pta_392	2014	201	Conclusions	pta_392_3771
EU - Cameroon	pta_391	2009	200	Preamble	pta_391_616
EU - Cameroon	pta_391	2009	200	Objectives, Definitions and Scope	pta_391_617
EU - Cameroon	pta_391	2009	200	Economic Development	pta_391_618
EU - Cameroon	pta_391	2009	200	Border Measures	pta_391_619
EU - Cameroon	pta_391	2009	200	Trade Remedies	pta_391_3703
EU - Cameroon	pta_391	2009	200	Border Measures	pta_391_3704
EU - Cameroon	pta_391	2009	200	Technical Regulations And Barriers To Trade	pta_391_3705
EU - Cameroon	pta_391	2009	200	Environment And Natural Resources	pta_391_3706
EU - Cameroon	pta_391	2009	200	Trade In Services	pta_391_3707
EU - Cameroon	pta_391	2009	200	Payments And Movement Of Capital	pta_391_3708
EU - Cameroon	pta_391	2009	200	Competition-Related Matters	pta_391_3709
EU - Cameroon	pta_391	2009	200	Intellectual Property	pta_391_3710
EU - Cameroon	pta_391	2009	200	Government Procurement	pta_391_3711
EU - Cameroon	pta_391	2009	200	Environment And Natural Resources	pta_391_3712
EU - Cameroon	pta_391	2009	200	Science, Technology And Information	pta_391_3713
EU - Cameroon	pta_391	2009	200	Objectives, Definitions and Scope	pta_391_3714
EU - Cameroon	pta_391	2009	200	Dispute Settlement	pta_391_3715
EU - Cameroon	pta_391	2009	200	Dispute Settlement	pta_391_3716
EU - Cameroon	pta_391	2009	200	General Provisions	pta_391_3717
EU - Cameroon	pta_391	2009	200	Trade Remedies	pta_391_3718
EU - Cameroon	pta_391	2009	200	General Provisions	pta_391_3719
EU - Cameroon	pta_391	2009	200	Conclusions	pta_391_3720
Costa Rica - Singapore	pta_390	2010	201	Preamble	pta_390_3682
Costa Rica - Singapore	pta_390	2010	201	General Provisions	pta_390_3683
Costa Rica - Singapore	pta_390	2010	201	Trade in Goods	pta_390_3684
Costa Rica - Singapore	pta_390	2010	201	Rules of origin	pta_390_3685
Costa Rica - Singapore	pta_390	2010	201	Border Measures	pta_390_3686
Costa Rica - Singapore	pta_390	2010	201	Technical Regulations And Barriers To Trade	pta_390_3687
Costa Rica - Singapore	pta_390	2010	201	Technical Regulations And Barriers To Trade	pta_390_3688
Costa Rica - Singapore	pta_390	2010	201	Trade Remedies	pta_390_3689
Costa Rica - Singapore	pta_390	2010	201	Government Procurement	pta_390_3690
Costa Rica - Singapore	pta_390	2010	201	Competition-Related Matters	pta_390_3691
Costa Rica - Singapore	pta_390	2010	201	Trade In Services	pta_390_3692
Costa Rica - Singapore	pta_390	2010	201	Investment	pta_390_3693
Costa Rica - Singapore	pta_390	2010	201	Trade Facilitation	pta_390_3694
Costa Rica - Singapore	pta_390	2010	201	Intellectual Property	pta_390_3695
Costa Rica - Singapore	pta_390	2010	201	Trade Facilitation	pta_390_3696
Costa Rica - Singapore	pta_390	2010	201	Transparency	pta_390_3697
Costa Rica - Singapore	pta_390	2010	201	Administration	pta_390_3698
Costa Rica - Singapore	pta_390	2010	201	Dispute Settlement	pta_390_3699
Costa Rica - Singapore	pta_390	2010	201	Trade Remedies	pta_390_3700
Costa Rica - Singapore	pta_390	2010	201	General Provisions	pta_390_3701
Costa Rica - Singapore	pta_390	2010	201	Conclusions	pta_390_3702
EFTA - Chile	pta_39	2003	200	Preamble	pta_39_606
EFTA - Chile	pta_39	2003	200	Trade in Goods	pta_39_608
EFTA - Chile	pta_39	2003	200	Trade In Services	pta_39_609
EFTA - Chile	pta_39	2003	200	Intellectual Property	pta_39_610
EFTA - Chile	pta_39	2003	200	Government Procurement	pta_39_611
EFTA - Chile	pta_39	2003	200	Competition-Related Matters	pta_39_612
EFTA - Chile	pta_39	2003	200	Unfair Trade Practices	pta_39_613
EFTA - Chile	pta_39	2003	200	Transparency	pta_39_614
EFTA - Chile	pta_39	2003	200	Administration	pta_39_615
EFTA - Chile	pta_39	2003	200	Dispute Settlement	pta_39_616
EFTA - Chile	pta_39	2003	200	Trade Remedies	pta_39_617
EFTA - Chile	pta_39	2003	200	General Provisions	pta_39_618
EFTA - Chile	pta_39	2003	200	Conclusions	pta_39_619
China - Costa Rica	pta_389	2010	201	Preamble	pta_389_3664
China - Costa Rica	pta_389	2010	201	General Provisions	pta_389_3665
China - Costa Rica	pta_389	2010	201	Objectives, Definitions and Scope	pta_389_3666
China - Costa Rica	pta_389	2010	201	Border Measures	pta_389_3667
China - Costa Rica	pta_389	2010	201	Rules of origin	pta_389_3668
China - Costa Rica	pta_389	2010	201	Border Measures	pta_389_3669
China - Costa Rica	pta_389	2010	201	Technical Regulations And Barriers To Trade	pta_389_3670
China - Costa Rica	pta_389	2010	201	Technical Regulations And Barriers To Trade	pta_389_3671
China - Costa Rica	pta_389	2010	201	Trade Remedies	pta_389_3672
China - Costa Rica	pta_389	2010	201	Investment	pta_389_3673
China - Costa Rica	pta_389	2010	201	Intellectual Property	pta_389_3674
China - Costa Rica	pta_389	2010	201	Trade Facilitation	pta_389_3675
China - Costa Rica	pta_389	2010	201	Transparency	pta_389_3676
China - Costa Rica	pta_389	2010	201	Administration	pta_389_3677
China - Costa Rica	pta_389	2010	201	Dispute Settlement	pta_389_3678
China - Costa Rica	pta_389	2010	201	Trade Remedies	pta_389_3679
China - Costa Rica	pta_389	2010	201	General Provisions	pta_389_3680
China - Costa Rica	pta_389	2010	201	Conclusions	pta_389_3681
EU - Central America	pta_388	2012	201	Preamble	pta_388_3618
EU - Central America	pta_388	2012	201	Objectives, Definitions and Scope	pta_388_3619
EU - Central America	pta_388	2012	201	Institutions	pta_388_3620
EU - Central America	pta_388	2012	201	Social Matters	pta_388_3621
EU - Central America	pta_388	2012	201	Social Matters	pta_388_3622
EU - Central America	pta_388	2012	201	Legal And Judicial Affairs	pta_388_3623
EU - Central America	pta_388	2012	201	Social Matters	pta_388_3624
EU - Central America	pta_388	2012	201	Movement Of Persons	pta_388_3625
EU - Central America	pta_388	2012	201	Environment And Natural Resources	pta_388_3626
EU - Central America	pta_388	2012	201	Economic Development	pta_388_3627
EU - Central America	pta_388	2012	201	Market Access And Integration	pta_388_3628
EU - Central America	pta_388	2012	201	Cultural Matters	pta_388_3629
EU - Central America	pta_388	2012	201	Science, Technology And Information	pta_388_3630
EU - Central America	pta_388	2012	201	General Provisions	pta_388_3631
EU - Central America	pta_388	2012	201	Border Measures	pta_388_3632
EU - Central America	pta_388	2012	201	Trade Remedies	pta_388_3633
EU - Central America	pta_388	2012	201	Border Measures	pta_388_3634
EU - Central America	pta_388	2012	201	Technical Regulations And Barriers To Trade	pta_388_3635
EU - Central America	pta_388	2012	201	Technical Regulations And Barriers To Trade	pta_388_3636
EU - Central America	pta_388	2012	201	Trade Remedies	pta_388_3637
EU - Central America	pta_388	2012	201	General Provisions	pta_388_3638
EU - Central America	pta_388	2012	201	Accession, Withdrawal And Entry Into Force	pta_388_3639
EU - Central America	pta_388	2012	201	Trade In Services	pta_388_3640
EU - Central America	pta_388	2012	201	Movement Of Persons	pta_388_3641
EU - Central America	pta_388	2012	201	Technical Regulations And Barriers To Trade	pta_388_3642
EU - Central America	pta_388	2012	201	Trade Facilitation	pta_388_3643
EU - Central America	pta_388	2012	201	Trade Remedies	pta_388_3644
EU - Central America	pta_388	2012	201	Payments And Movement Of Capital	pta_388_3645
EU - Central America	pta_388	2012	201	Government Procurement	pta_388_3646
EU - Central America	pta_388	2012	201	Objectives, Definitions and Scope	pta_388_3647
EU - Central America	pta_388	2012	201	Intellectual Property	pta_388_3648
EU - Central America	pta_388	2012	201	Intellectual Property	pta_388_3649
EU - Central America	pta_388	2012	201	Institutions	pta_388_3650
EU - Central America	pta_388	2012	201	Competition-Related Matters	pta_388_3651
EU - Central America	pta_388	2012	201	Environment And Natural Resources	pta_388_3652
EU - Central America	pta_388	2012	201	Market Access And Integration	pta_388_3653
EU - Central America	pta_388	2012	201	Objectives, Definitions and Scope	pta_388_3654
EU - Central America	pta_388	2012	201	Dispute Settlement	pta_388_3655
EU - Central America	pta_388	2012	201	Dispute Settlement	pta_388_3656
EU - Central America	pta_388	2012	201	General Provisions	pta_388_3657
EU - Central America	pta_388	2012	201	Objectives, Definitions and Scope	pta_388_3658
EU - Central America	pta_388	2012	201	Dispute Settlement	pta_388_3659
EU - Central America	pta_388	2012	201	Administration	pta_388_3660
EU - Central America	pta_388	2012	201	General Provisions	pta_388_3661
EU - Central America	pta_388	2012	201	General Provisions	pta_388_3662
EU - Central America	pta_388	2012	201	Conclusions	pta_388_3663
Canada - Peru	pta_387	2008	200	Preamble	pta_387_3593
Canada - Peru	pta_387	2008	200	General Provisions	pta_387_3594
Canada - Peru	pta_387	2008	200	Border Measures	pta_387_3595
Canada - Peru	pta_387	2008	200	Rules of origin	pta_387_3596
Canada - Peru	pta_387	2008	200	Rules of origin	pta_387_3597
Canada - Peru	pta_387	2008	200	Technical Regulations And Barriers To Trade	pta_387_3598
Canada - Peru	pta_387	2008	200	Technical Regulations And Barriers To Trade	pta_387_3599
Canada - Peru	pta_387	2008	200	Trade Remedies	pta_387_3600
Canada - Peru	pta_387	2008	200	Investment	pta_387_3601
Canada - Peru	pta_387	2008	200	Trade In Services	pta_387_3602
Canada - Peru	pta_387	2008	200	Transport And Communications	pta_387_3603
Canada - Peru	pta_387	2008	200	Trade In Services	pta_387_3604
Canada - Peru	pta_387	2008	200	Movement Of Persons	pta_387_3605
Canada - Peru	pta_387	2008	200	Competition-Related Matters	pta_387_3606
Canada - Peru	pta_387	2008	200	Government Procurement	pta_387_3607
Canada - Peru	pta_387	2008	200	Trade Facilitation	pta_387_3608
Canada - Peru	pta_387	2008	200	Labour	pta_387_3609
Canada - Peru	pta_387	2008	200	Environment And Natural Resources	pta_387_3610
Canada - Peru	pta_387	2008	200	Trade-Related Provisions	pta_387_3611
Canada - Peru	pta_387	2008	200	Transparency	pta_387_3612
Canada - Peru	pta_387	2008	200	Administration	pta_387_3613
Canada - Peru	pta_387	2008	200	Dispute Settlement	pta_387_3614
Canada - Peru	pta_387	2008	200	Trade Remedies	pta_387_3615
Canada - Peru	pta_387	2008	200	General Provisions	pta_387_3616
Canada - Peru	pta_387	2008	200	Conclusions	pta_387_3617
Nicaragua - Chinese Taipei	pta_386	2006	200	Preamble	pta_386_3567
Nicaragua - Chinese Taipei	pta_386	2006	200	General Provisions	pta_386_3568
Nicaragua - Chinese Taipei	pta_386	2006	200	Objectives, Definitions and Scope	pta_386_3569
Nicaragua - Chinese Taipei	pta_386	2006	200	Border Measures	pta_386_3570
Nicaragua - Chinese Taipei	pta_386	2006	200	Rules of origin	pta_386_3571
Nicaragua - Chinese Taipei	pta_386	2006	200	Trade Facilitation	pta_386_3572
Nicaragua - Chinese Taipei	pta_386	2006	200	Trade Remedies	pta_386_3573
Nicaragua - Chinese Taipei	pta_386	2006	200	Unfair Trade Practices	pta_386_3574
Nicaragua - Chinese Taipei	pta_386	2006	200	Technical Regulations And Barriers To Trade	pta_386_3575
Nicaragua - Chinese Taipei	pta_386	2006	200	Technical Regulations And Barriers To Trade	pta_386_3576
Nicaragua - Chinese Taipei	pta_386	2006	200	Investment	pta_386_3577
Nicaragua - Chinese Taipei	pta_386	2006	200	Trade In Services	pta_386_3578
Nicaragua - Chinese Taipei	pta_386	2006	200	Trade In Services	pta_386_3579
Nicaragua - Chinese Taipei	pta_386	2006	200	Transport And Communications	pta_386_3580
Nicaragua - Chinese Taipei	pta_386	2006	200	Trade Facilitation	pta_386_3581
Nicaragua - Chinese Taipei	pta_386	2006	200	Movement Of Persons	pta_386_3582
Nicaragua - Chinese Taipei	pta_386	2006	200	Competition-Related Matters	pta_386_3583
Nicaragua - Chinese Taipei	pta_386	2006	200	Intellectual Property	pta_386_3584
Nicaragua - Chinese Taipei	pta_386	2006	200	Labour	pta_386_3585
Nicaragua - Chinese Taipei	pta_386	2006	200	Environment And Natural Resources	pta_386_3586
Nicaragua - Chinese Taipei	pta_386	2006	200	Transparency	pta_386_3587
Nicaragua - Chinese Taipei	pta_386	2006	200	Administration	pta_386_3588
Nicaragua - Chinese Taipei	pta_386	2006	200	Dispute Settlement	pta_386_3589
Nicaragua - Chinese Taipei	pta_386	2006	200	Trade Remedies	pta_386_3590
Nicaragua - Chinese Taipei	pta_386	2006	200	General Provisions	pta_386_3591
Nicaragua - Chinese Taipei	pta_386	2006	200	Conclusions	pta_386_3592
Peru - China	pta_385	2009	200	Preamble	pta_385_3548
Peru - China	pta_385	2009	200	General Provisions	pta_385_3549
Peru - China	pta_385	2009	200	Border Measures	pta_385_3550
Peru - China	pta_385	2009	200	Rules of origin	pta_385_3551
Peru - China	pta_385	2009	200	Border Measures	pta_385_3552
Peru - China	pta_385	2009	200	Trade Remedies	pta_385_3553
Peru - China	pta_385	2009	200	Technical Regulations And Barriers To Trade	pta_385_3554
Peru - China	pta_385	2009	200	Technical Regulations And Barriers To Trade	pta_385_3555
Peru - China	pta_385	2009	200	Trade In Services	pta_385_3556
Peru - China	pta_385	2009	200	Movement Of Persons	pta_385_3557
Peru - China	pta_385	2009	200	Investment	pta_385_3558
